3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3.00001	3.00001	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3.00001	3.00001	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3.00001	3.00001	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3.00001	3.00001	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3.00001	3.00001	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3.00001	3.00001	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3.00001	3.00002	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3.00001	3.00002	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2.99999	3	3	3	3	3	3	3
3.00001	3.00002	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2.99999	3	3	3	3	3	3	3
3.00001	3.00002	3	3	3	3	3	3	3	3	3	3	3	3	3	2.99999	3	3	3	3	3	3	2.99999	3	3	3	3	3	3	3
3.00002	3.00002	3	3	3	3	3	3	3	3	3	3	2.99999	3	3	2.99999	3	3	3	3	3	2.99999	2.99999	3	3	3	3	3	3	3
3.00002	3.00002	3	3	3	3	3	3	2.99999	3	3	3	2.99999	3	3	2.99999	3	3	3	3	3	2.99999	2.99999	3	3	3	3	3	3	3
3.00002	3.00002	3	3	3	3	3	3	2.99999	3	3	3	2.99999	3	3	2.99999	3	3	3	3	3	2.99999	2.99999	3	3	3	3	3	3	3
3.00002	3.00002	3	3	3	3	3	3	2.99999	3	3	3	2.99999	3	3	2.99999	3	3	3	3	3	2.99999	2.99999	2.99999	3	3	3	3	3	3
3.00002	3.00002	3	3	3	3	3	3	2.99999	3	3	3	2.99999	3	2.99999	2.99999	3	3	3	3	3	2.99999	2.99999	2.99999	3	3	3	3	3	2.99999
3.00002	3.00002	3	3	3	3	3	3	2.99999	3	2.99999	3	2.99999	3	2.99999	2.99999	3	3	3	3	3	2.99999	2.99999	2.99999	3	3	3	3	3	2.99999
3.00002	3.00002	3	3	3	3	3	3	2.99999	3	2.99999	3	2.99999	3	2.99999	2.99999	3	3	3	3	3	2.99999	2.99999	2.99999	3	3	3	3	3	2.99999
